Country;Country Code;District;District Code;Cadastre;Cadastre Code
Czech Republic;CZ;Benešov;3201;Alberovice;702919
Czech Republic;CZ;Benešov;3201;Arnoštovice;600466
Czech Republic;CZ;Benešov;3201;Babice u Řehenic;744930
Czech Republic;CZ;Benešov;3201;Bělčice u Ostředka;716278
Czech Republic;CZ;Benešov;3201;Bělice;601951
Czech Republic;CZ;Benešov;3201;Bělokozly;746151
Czech Republic;CZ;Benešov;3201;Benešov u Prahy;602191
Czech Republic;CZ;Benešov;3201;Bernartice u Dolních Kralovic;602655
Czech Republic;CZ;Benešov;3201;Bezděkov u Dolních Kralovic;786993
Czech Republic;CZ;Benešov;3201;Bezmíř;784435
Czech Republic;CZ;Benešov;3201;Beztahov;692034
Czech Republic;CZ;Benešov;3201;Bílkovice;764965
Czech Republic;CZ;Benešov;3201;Blažejovice;605514
Czech Republic;CZ;Benešov;3201;Blaženice;737216
Czech Republic;CZ;Benešov;3201;Blažim nad Vltavou;605531
Czech Republic;CZ;Benešov;3201;Bolina;607207
Czech Republic;CZ;Benešov;3201;Bonkovice;607223
Czech Republic;CZ;Benešov;3201;Borovnice;607801
Czech Republic;CZ;Benešov;3201;Borovsko;607932
Czech Republic;CZ;Benešov;3201;Bořeňovice;608084
Czech Republic;CZ;Benešov;3201;Bořkovice;683434
Czech Republic;CZ;Benešov;3201;Božkovice;632015
Czech Republic;CZ;Benešov;3201;Broumovice;612847
Czech Republic;CZ;Benešov;3201;Brzotice;613495
Czech Republic;CZ;Benešov;3201;Břežany u Lešan;680371
Czech Republic;CZ;Benešov;3201;Budenín;615234
Czech Republic;CZ;Benešov;3201;Bukovany u Týnce nad Sázavou;615820
Czech Republic;CZ;Benešov;3201;Býkovice u Bořeňovic;608092
Czech Republic;CZ;Benešov;3201;Býkovice u Louňovic;687367
Czech Republic;CZ;Benešov;3201;Bystřice u Benešova;616770
Czech Republic;CZ;Benešov;3201;Ctiboř;618004
Czech Republic;CZ;Benešov;3201;Čakov;618276
Czech Republic;CZ;Benešov;3201;Čakovice u Řehenic;744956
Czech Republic;CZ;Benešov;3201;Čečkov;708933
Czech Republic;CZ;Benešov;3201;Čechtice;618888
Czech Republic;CZ;Benešov;3201;Čelivo;619400
Czech Republic;CZ;Benešov;3201;Čeňovice;619531
Czech Republic;CZ;Benešov;3201;Čerčany;619663
Czech Republic;CZ;Benešov;3201;Černé Budy;746169
Czech Republic;CZ;Benešov;3201;Černičí;620165
Czech Republic;CZ;Benešov;3201;Červený Újezd u Miličína;621153
Czech Republic;CZ;Benešov;3201;Čeřenice;746177
Czech Republic;CZ;Benešov;3201;Český Šternberk;623156
Czech Republic;CZ;Benešov;3201;Čestín u Jankova;623377
Czech Republic;CZ;Benešov;3201;Čtyřkoly;624331
Czech Republic;CZ;Benešov;3201;Dalešice nad Vltavou;624519
Czech Republic;CZ;Benešov;3201;Dalkovice;624543
Czech Republic;CZ;Benešov;3201;Dalovy;624624
Czech Republic;CZ;Benešov;3201;Daměnice;624641
Czech Republic;CZ;Benešov;3201;Děkanovice;625426
Czech Republic;CZ;Benešov;3201;Divišov u Benešova;626261
Czech Republic;CZ;Benešov;3201;Dojetřice;746185
Czech Republic;CZ;Benešov;3201;Dolní Borek;660949
Czech Republic;CZ;Benešov;3201;Dolní Kralovice;629332
Czech Republic;CZ;Benešov;3201;Dolní Rápotice;762415
Czech Republic;CZ;Benešov;3201;Domašín;630641
Czech Republic;CZ;Benešov;3201;Drahňovice;631621
Czech Republic;CZ;Benešov;3201;Drachkov;632023
Czech Republic;CZ;Benešov;3201;Dub u Kondrace;668966
Czech Republic;CZ;Benešov;3201;Dubějovice;633348
Czech Republic;CZ;Benešov;3201;Dunávice;704105
Czech Republic;CZ;Benešov;3201;Dunice;633836
Czech Republic;CZ;Benešov;3201;Heřmaničky;638587
Czech Republic;CZ;Benešov;3201;Horní Borek;621161
Czech Republic;CZ;Benešov;3201;Horní Lhota;643262
Czech Republic;CZ;Benešov;3201;Hory u Votic;615242
Czech Republic;CZ;Benešov;3201;Hořetice;645133
Czech Republic;CZ;Benešov;3201;Hostišov;615251
Czech Republic;CZ;Benešov;3201;Hradiště;703788
Czech Republic;CZ;Benešov;3201;Hrazená Lhota;630659
Czech Republic;CZ;Benešov;3201;Hrzín;778061
Czech Republic;CZ;Benešov;3201;Hulice;649287
Czech Republic;CZ;Benešov;3201;Hvězdonice;650170
Czech Republic;CZ;Benešov;3201;Chářovice;723631
Czech Republic;CZ;Benešov;3201;Chleby u Týnce nad Sázavou;651168
Czech Republic;CZ;Benešov;3201;Chlístov u Benešova;651273
Czech Republic;CZ;Benešov;3201;Chlum u Vlašimi;651427
Czech Republic;CZ;Benešov;3201;Chmelná u Vlašimi;651885
Czech Republic;CZ;Benešov;3201;Chocerady;652024
Czech Republic;CZ;Benešov;3201;Choratice;652709
Czech Republic;CZ;Benešov;3201;Chotýšany;653551
Czech Republic;CZ;Benešov;3201;Chrášťany u Benešova;653969
Czech Republic;CZ;Benešov;3201;Jablonná nad Vltavou;656151
Czech Republic;CZ;Benešov;3201;Jankov;656704
Czech Republic;CZ;Benešov;3201;Jankovská Lhota;656712
Czech Republic;CZ;Benešov;3201;Javorník u Vlašimi;657832
Czech Republic;CZ;Benešov;3201;Jemniště;726231
Czech Republic;CZ;Benešov;3201;Jeníkov u Vlašimi;658316
Czech Republic;CZ;Benešov;3201;Ješetice;659134
Czech Republic;CZ;Benešov;3201;Jezero;608106
Czech Republic;CZ;Benešov;3201;Jinošice;616818
Czech Republic;CZ;Benešov;3201;Jírovice;616826
Czech Republic;CZ;Benešov;3201;Jiřetice u Neustupova;660965
Czech Republic;CZ;Benešov;3201;Kačerov;702927
Czech Republic;CZ;Benešov;3201;Kamberk;793124
Czech Republic;CZ;Benešov;3201;Keblov;664707
Czech Republic;CZ;Benešov;3201;Kladruby u Vlašimi;665312
Czech Republic;CZ;Benešov;3201;Kobylí;667421
Czech Republic;CZ;Benešov;3201;Kondrac;668974
Czech Republic;CZ;Benešov;3201;Kouty u Smilkova;750956
Czech Republic;CZ;Benešov;3201;Kovářovice;737038
Czech Republic;CZ;Benešov;3201;Kozmice u Benešova;671851
Czech Republic;CZ;Benešov;3201;Krhanice;674362
Czech Republic;CZ;Benešov;3201;Krchleby;674427
Czech Republic;CZ;Benešov;3201;Krňany;674516
Czech Republic;CZ;Benešov;3201;Krusičany;675407
Czech Republic;CZ;Benešov;3201;Křečovice u Neveklova;675547
Czech Republic;CZ;Benešov;3201;Křešice u Divišova;679593
Czech Republic;CZ;Benešov;3201;Křešice u Olbramovic;709859
Czech Republic;CZ;Benešov;3201;Křivsoudov;676411
Czech Republic;CZ;Benešov;3201;Křížov pod Blaníkem;676594
Czech Republic;CZ;Benešov;3201;Kuňovice;677337
Czech Republic;CZ;Benešov;3201;Laby;683442
Czech Republic;CZ;Benešov;3201;Lažany u Mezna;693821
Czech Republic;CZ;Benešov;3201;Lbosín;679607
Czech Republic;CZ;Benešov;3201;Lešany nad Sázavou;680389
Czech Republic;CZ;Benešov;3201;Libčice u Dolních Kralovic;629341
Czech Republic;CZ;Benešov;3201;Libež;682675
Czech Republic;CZ;Benešov;3201;Libouň;683451
Czech Republic;CZ;Benešov;3201;Líšno;616834
Czech Republic;CZ;Benešov;3201;Litichovice;685330
Czech Republic;CZ;Benešov;3201;Loket u Dolních Kralovic;686492
Czech Republic;CZ;Benešov;3201;Louňovice pod Blaníkem;687375
Czech Republic;CZ;Benešov;3201;Lštění;624357
Czech Republic;CZ;Benešov;3201;Malešín;744972
Czech Republic;CZ;Benešov;3201;Malovice u Miličína;694843
Czech Republic;CZ;Benešov;3201;Manělovice;786446
Czech Republic;CZ;Benešov;3201;Maršovice u Benešova;691976
Czech Republic;CZ;Benešov;3201;Martinice u Dolních Kralovic;692123
Czech Republic;CZ;Benešov;3201;Martinice u Votic;692051
Czech Republic;CZ;Benešov;3201;Maskovice;704113
Czech Republic;CZ;Benešov;3201;Měchnov;692727
Czech Republic;CZ;Benešov;3201;Městečko u Chotýšan;653578
Czech Republic;CZ;Benešov;3201;Mezno;693839
Czech Republic;CZ;Benešov;3201;Miličín;694851
Czech Republic;CZ;Benešov;3201;Milovanice;726265
Czech Republic;CZ;Benešov;3201;Minartice;784451
Czech Republic;CZ;Benešov;3201;Miřetice;695858
Czech Republic;CZ;Benešov;3201;Mitrovice;693847
Czech Republic;CZ;Benešov;3201;Mlékovice u Neveklova;697346
Czech Republic;CZ;Benešov;3201;Mnichovice;697524
Czech Republic;CZ;Benešov;3201;Mrač;700002
Czech Republic;CZ;Benešov;3201;Myslíč;757055
Czech Republic;CZ;Benešov;3201;Načeradec;700991
Czech Republic;CZ;Benešov;3201;Nahoruby;701131
Czech Republic;CZ;Benešov;3201;Nakvasovice;701432
Czech Republic;CZ;Benešov;3201;Nasavrky u Miličína;719820
Czech Republic;CZ;Benešov;3201;Němčice u Dolních Kralovic;702935
Czech Republic;CZ;Benešov;3201;Nemíž;703168
Czech Republic;CZ;Benešov;3201;Nespeky;703770
Czech Republic;CZ;Benešov;3201;Nesperská Lhota;703800
Czech Republic;CZ;Benešov;3201;Nespery;778079
Czech Republic;CZ;Benešov;3201;Nesvačily u Bystřice;616869
Czech Republic;CZ;Benešov;3201;Neštětice;703885
Czech Republic;CZ;Benešov;3201;Netvořice;704121
Czech Republic;CZ;Benešov;3201;Neustupov;704245
Czech Republic;CZ;Benešov;3201;Neveklov;704288
Czech Republic;CZ;Benešov;3201;Nosákov;708941
Czech Republic;CZ;Benešov;3201;Nová Ves u Postupic;705373
Czech Republic;CZ;Benešov;3201;Odlochovice;708950
Czech Republic;CZ;Benešov;3201;Olbramovice u Votic;709875
Czech Republic;CZ;Benešov;3201;Olešná u Načeradce;701009
Czech Republic;CZ;Benešov;3201;Ostrov u Veliše;778087
Czech Republic;CZ;Benešov;3201;Ostředek;716294
Czech Republic;CZ;Benešov;3201;Otročice;716634
Czech Republic;CZ;Benešov;3201;Ouběnice u Votic;717002
Czech Republic;CZ;Benešov;3201;Pavlovice u Vlašimi;718505
Czech Republic;CZ;Benešov;3201;Pecerady;718661
Czech Republic;CZ;Benešov;3201;Petroupim;719706
Czech Republic;CZ;Benešov;3201;Petrovice u Miličína;719846
Czech Republic;CZ;Benešov;3201;Pičín u Jankova;656739
Czech Republic;CZ;Benešov;3201;Podělusy;723649
Czech Republic;CZ;Benešov;3201;Popovice u Benešova;725803
Czech Republic;CZ;Benešov;3201;Poříčí nad Sázavou;726036
Czech Republic;CZ;Benešov;3201;Postupice;726273
Czech Republic;CZ;Benešov;3201;Pozov;705381
Czech Republic;CZ;Benešov;3201;Pravětice;732982
Czech Republic;CZ;Benešov;3201;Pravonín;733032
Czech Republic;CZ;Benešov;3201;Přestavlky u Čerčan;735191
Czech Republic;CZ;Benešov;3201;Přibyšice;735817
Czech Republic;CZ;Benešov;3201;Psáře;736431
Czech Republic;CZ;Benešov;3201;Pyšely;737054
Czech Republic;CZ;Benešov;3201;Rabyně;737267
Czech Republic;CZ;Benešov;3201;Radošovice u Vlašimi;738549
Czech Republic;CZ;Benešov;3201;Rataje u Vlašimi;739570
Czech Republic;CZ;Benešov;3201;Ratměřice;739910
Czech Republic;CZ;Benešov;3201;Roubíčkova Lhota;726281
Czech Republic;CZ;Benešov;3201;Rudoltice u Vrchotových Janovic;786462
Czech Republic;CZ;Benešov;3201;Řimovice;745758
Czech Republic;CZ;Benešov;3201;Řísnice;749940
Czech Republic;CZ;Benešov;3201;Samechov;652059
Czech Republic;CZ;Benešov;3201;Sázava;746193
Czech Republic;CZ;Benešov;3201;Sedlečko u Jiřetic;798231
Czech Republic;CZ;Benešov;3201;Sedlečko u Veliše;778095
Czech Republic;CZ;Benešov;3201;Sedmpány;747092
Czech Republic;CZ;Benešov;3201;Skalice u Benešova;757063
Czech Republic;CZ;Benešov;3201;Slavětín u Načeradce;749958
Czech Republic;CZ;Benešov;3201;Slověnice;750719
Czech Republic;CZ;Benešov;3201;Smilkov;750981
Czech Republic;CZ;Benešov;3201;Snět;751375
Czech Republic;CZ;Benešov;3201;Soběhrdy;751537
Czech Republic;CZ;Benešov;3201;Soušice;752541
Czech Republic;CZ;Benešov;3201;Soutice;752576
Czech Republic;CZ;Benešov;3201;Stranný;756202
Czech Republic;CZ;Benešov;3201;Strnadice;762105
Czech Republic;CZ;Benešov;3201;Strojetice;756971
Czech Republic;CZ;Benešov;3201;Struhařov u Benešova;757071
Czech Republic;CZ;Benešov;3201;Střechov nad Sázavou;757411
Czech Republic;CZ;Benešov;3201;Střezimíř;757624
Czech Republic;CZ;Benešov;3201;Střížkov u Bořeňovic;608114
Czech Republic;CZ;Benešov;3201;Studený;758469
Czech Republic;CZ;Benešov;3201;Stupčice;693855
Czech Republic;CZ;Benešov;3201;Světlá pod Blaníkem;687383
Czech Republic;CZ;Benešov;3201;Šebáňovice;762113
Czech Republic;CZ;Benešov;3201;Šetějovice;762423
Czech Republic;CZ;Benešov;3201;Tatouňovice;618284
Czech Republic;CZ;Benešov;3201;Tehov;765295
Czech Republic;CZ;Benešov;3201;Teletín;674524
Czech Republic;CZ;Benešov;3201;Teplýšovice;766429
Czech Republic;CZ;Benešov;3201;Tichonice;767026
Czech Republic;CZ;Benešov;3201;Tisek;733041
Czech Republic;CZ;Benešov;3201;Tisem;767140
Czech Republic;CZ;Benešov;3201;Tomice u Dolních Kralovic;767727
Czech Republic;CZ;Benešov;3201;Tomice u Votic;767735
Czech Republic;CZ;Benešov;3201;Trhový Štěpánov;768251
Czech Republic;CZ;Benešov;3201;Třebešice u Divišova;769657
Czech Republic;CZ;Benešov;3201;Třebsín;674532
Czech Republic;CZ;Benešov;3201;Třemošnice;770710
Czech Republic;CZ;Benešov;3201;Tuchyně;704130
Czech Republic;CZ;Benešov;3201;Tvoršovice;616893
Czech Republic;CZ;Benešov;3201;Týnec nad Sázavou;772399
Czech Republic;CZ;Benešov;3201;Úročnice;651290
Czech Republic;CZ;Benešov;3201;Václavice u Benešova;775959
Czech Republic;CZ;Benešov;3201;Veliš;778109
Czech Republic;CZ;Benešov;3201;Velké Heřmanice;778796
Czech Republic;CZ;Benešov;3201;Vestec u Chocerad;652067
Czech Republic;CZ;Benešov;3201;Vestec u Mezna;798428
Czech Republic;CZ;Benešov;3201;Vítonice u Blažejovic;605522
Czech Republic;CZ;Benešov;3201;Vlašim;783544
Czech Republic;CZ;Benešov;3201;Vlkonice u Neveklova;789631
Czech Republic;CZ;Benešov;3201;Vlkov u Čakova;618292
Czech Republic;CZ;Benešov;3201;Vlkovec;652075
Czech Republic;CZ;Benešov;3201;Vodslivy;716308
Czech Republic;CZ;Benešov;3201;Vojkov u Votic;784486
Czech Republic;CZ;Benešov;3201;Votice;785041
Czech Republic;CZ;Benešov;3201;Vracovice;785199
Czech Republic;CZ;Benešov;3201;Vračkovice;701017
Czech Republic;CZ;Benešov;3201;Vranov u Čerčan;785351
Czech Republic;CZ;Benešov;3201;Vranovská Lhota;785369
Czech Republic;CZ;Benešov;3201;Vraždovy Lhotice;629375
Czech Republic;CZ;Benešov;3201;Vrchotovy Janovice;786489
Czech Republic;CZ;Benešov;3201;Všebořice u Dolních Kralovic;787019
Czech Republic;CZ;Benešov;3201;Všechlapy nad Blanicí;787043
Czech Republic;CZ;Benešov;3201;Všetice;704148
Czech Republic;CZ;Benešov;3201;Vysoký Újezd;788431
Czech Republic;CZ;Benešov;3201;Xaverov;652717
Czech Republic;CZ;Benešov;3201;Zádolí u Neveklova;789640
Czech Republic;CZ;Benešov;3201;Záhoří u Miličína;694878
Czech Republic;CZ;Benešov;3201;Zahrádčice;629383
Czech Republic;CZ;Benešov;3201;Zahrádka u Benešova;790133
Czech Republic;CZ;Benešov;3201;Zahradnice;709921
Czech Republic;CZ;Benešov;3201;Zaječice;737071
Czech Republic;CZ;Benešov;3201;Zdebuzeves;792187
Czech Republic;CZ;Benešov;3201;Zderadice;792331
Czech Republic;CZ;Benešov;3201;Zdiměřice u Načeradce;749966
Czech Republic;CZ;Benešov;3201;Zdislavice u Vlašimi;792578
Czech Republic;CZ;Benešov;3201;Znosim;630675
Czech Republic;CZ;Benešov;3201;Zvěstov;793876
Czech Republic;CZ;Benešov;3201;Žibřidovice;762431
Czech Republic;CZ;Benešov;3201;Žíňany;751553
Czech Republic;CZ;Benešov;3201;Živohošť;701157
Czech Republic;CZ;Beroun;3202;Bavoryně;601217
Czech Republic;CZ;Beroun;3202;Běleč u Litně;685232
Czech Republic;CZ;Beroun;3202;Beroun;602868
Czech Republic;CZ;Beroun;3202;Běštín;603368
Czech Republic;CZ;Beroun;3202;Bezdědice u Hostomic;645877
Czech Republic;CZ;Beroun;3202;Bítov u Koněprus;669024
Czech Republic;CZ;Beroun;3202;Broumy;612871
Czech Republic;CZ;Beroun;3202;Březová u Hořovic;614602
Czech Republic;CZ;Beroun;3202;Bubovice;615137
Czech Republic;CZ;Beroun;3202;Budňany;663719
Czech Republic;CZ;Beroun;3202;Bykoš;616494
Czech Republic;CZ;Beroun;3202;Bzová u Hořovic;617318
Czech Republic;CZ;Beroun;3202;Cerhovice;617610
Czech Republic;CZ;Beroun;3202;Černín u Zdic;792420
Czech Republic;CZ;Beroun;3202;Drozdov v Čechách;632601
Czech Republic;CZ;Beroun;3202;Felbabka;634468
Czech Republic;CZ;Beroun;3202;Felbabka v Brdech;930300
Czech Republic;CZ;Beroun;3202;Hlásná Třebaň;638901
Czech Republic;CZ;Beroun;3202;Hodyně u Skuhrova;748994
Czech Republic;CZ;Beroun;3202;Hořovice;645371
Czech Republic;CZ;Beroun;3202;Hostim u Berouna;645737
Czech Republic;CZ;Beroun;3202;Hostomice pod Brdy;645885
Czech Republic;CZ;Beroun;3202;Hředle u Zdic;648931
Czech Republic;CZ;Beroun;3202;Hudlice;649252
Czech Republic;CZ;Beroun;3202;Hvozdec;650285
Czech Republic;CZ;Beroun;3202;Hvozdec v Brdech;930326
Czech Republic;CZ;Beroun;3202;Hýskov;650471
Czech Republic;CZ;Beroun;3202;Chaloupky;650579
Czech Republic;CZ;Beroun;3202;Chaloupky v Brdech;930334
Czech Republic;CZ;Beroun;3202;Chlustina;651869
Czech Republic;CZ;Beroun;3202;Chodouň;652113
Czech Republic;CZ;Beroun;3202;Chrustenice;654400
Czech Republic;CZ;Beroun;3202;Chyňava;655449
Czech Republic;CZ;Beroun;3202;Jarov u Berouna;603091
Czech Republic;CZ;Beroun;3202;Jivina u Hořovic;661261
Czech Republic;CZ;Beroun;3202;Kleštěnice;668630
Czech Republic;CZ;Beroun;3202;Knížkovice;792438
Czech Republic;CZ;Beroun;3202;Komárov u Hořovic;668648
Czech Republic;CZ;Beroun;3202;Koněprusy;669032
Czech Republic;CZ;Beroun;3202;Korno;693006
Czech Republic;CZ;Beroun;3202;Kotopeky;671070
Czech Republic;CZ;Beroun;3202;Kozolupy;671967
Czech Republic;CZ;Beroun;3202;Králův Dvůr;672947
Czech Republic;CZ;Beroun;3202;Kublov;676861
Czech Republic;CZ;Beroun;3202;Kuchař;676942
Czech Republic;CZ;Beroun;3202;Kvaň;678082
Czech Republic;CZ;Beroun;3202;Lážovice;679577
Czech Republic;CZ;Beroun;3202;Levín u Berouna;680796
Czech Republic;CZ;Beroun;3202;Lhotka u Berouna;796034
Czech Republic;CZ;Beroun;3202;Lhotka u Hořovic;681300
Czech Republic;CZ;Beroun;3202;Libečov;681881
Czech Republic;CZ;Beroun;3202;Libomyšl;683205
Czech Republic;CZ;Beroun;3202;Liteň;685267
Czech Republic;CZ;Beroun;3202;Loděnice u Berouna;686328
Czech Republic;CZ;Beroun;3202;Lochovice;686468
Czech Republic;CZ;Beroun;3202;Lounín;767611
Czech Republic;CZ;Beroun;3202;Lužce;689246
Czech Republic;CZ;Beroun;3202;Malá Víska;690414
Czech Republic;CZ;Beroun;3202;Malá Víska v Brdech;930342
Czech Republic;CZ;Beroun;3202;Malé Přílepy;690538
Czech Republic;CZ;Beroun;3202;Málkov u Suchomast;690996
Czech Republic;CZ;Beroun;3202;Měňany;693014
Czech Republic;CZ;Beroun;3202;Mezouň;693863
Czech Republic;CZ;Beroun;3202;Mořina;699306
Czech Republic;CZ;Beroun;3202;Mořinka;699322
Czech Republic;CZ;Beroun;3202;Nenačovice;703354
Czech Republic;CZ;Beroun;3202;Nesvačily u Berouna;703842
Czech Republic;CZ;Beroun;3202;Neumětely;704202
Czech Republic;CZ;Beroun;3202;Nižbor;704687
Czech Republic;CZ;Beroun;3202;Nový Jáchymov;707406
Czech Republic;CZ;Beroun;3202;Olešná u Hořovic;710199
Czech Republic;CZ;Beroun;3202;Osek u Hořovic;712841
Czech Republic;CZ;Beroun;3202;Osov;713325
Czech Republic;CZ;Beroun;3202;Otmíče;716561
Czech Republic;CZ;Beroun;3202;Otročiněves;716715
Czech Republic;CZ;Beroun;3202;Počaply;672971
Czech Republic;CZ;Beroun;3202;Podbrdy;723363
Czech Republic;CZ;Beroun;3202;Podluhy;724033
Czech Republic;CZ;Beroun;3202;Podluhy v Brdech;930318
Czech Republic;CZ;Beroun;3202;Popovice u Králova Dvora;672963
Czech Republic;CZ;Beroun;3202;Poučník;663743
Czech Republic;CZ;Beroun;3202;Praskolesy;732940
Czech Republic;CZ;Beroun;3202;Radouš;738697
Czech Republic;CZ;Beroun;3202;Rpety;743062
Czech Republic;CZ;Beroun;3202;Sedlec u Žebráku;795691
Czech Republic;CZ;Beroun;3202;Skřipel;748919
Czech Republic;CZ;Beroun;3202;Skuhrov pod Brdy;749010
Czech Republic;CZ;Beroun;3202;Srbsko u Karlštejna;752983
Czech Republic;CZ;Beroun;3202;Stašov u Zdic;755311
Czech Republic;CZ;Beroun;3202;Stradonice u Nižboru;755788
Czech Republic;CZ;Beroun;3202;Suchomasty;759244
Czech Republic;CZ;Beroun;3202;Svatá;759961
Czech Republic;CZ;Beroun;3202;Svatý Jan pod Skalou;760269
Czech Republic;CZ;Beroun;3202;Svinaře;760790
Czech Republic;CZ;Beroun;3202;Tetín u Berouna;766917
Czech Republic;CZ;Beroun;3202;Tlustice;767603
Czech Republic;CZ;Beroun;3202;Tmaň;767620
Czech Republic;CZ;Beroun;3202;Tobolka;693022
Czech Republic;CZ;Beroun;3202;Točník;795704
Czech Republic;CZ;Beroun;3202;Trněný Újezd;768324
Czech Republic;CZ;Beroun;3202;Trubín;768961
Czech Republic;CZ;Beroun;3202;Trubská;768979
Czech Republic;CZ;Beroun;3202;Třenice;770744
Czech Republic;CZ;Beroun;3202;Újezd u Hořovic;773573
Czech Republic;CZ;Beroun;3202;Velká Víska;645389
Czech Republic;CZ;Beroun;3202;Velký Chlumec;779598
Czech Republic;CZ;Beroun;3202;Vinařice u Suchomast;782246
Czech Republic;CZ;Beroun;3202;Vižina;783200
Czech Republic;CZ;Beroun;3202;Vráž u Berouna;785717
Czech Republic;CZ;Beroun;3202;Všeradice;787299
Czech Republic;CZ;Beroun;3202;Vysoký Újezd u Berouna;788449
Czech Republic;CZ;Beroun;3202;Zadní Třebaň;789593
Czech Republic;CZ;Beroun;3202;Zahořany u Berouna;789844
Czech Republic;CZ;Beroun;3202;Zaječov;790389
Czech Republic;CZ;Beroun;3202;Zaječov v Brdech;930351
Czech Republic;CZ;Beroun;3202;Záluží u Hořovic;790770
Czech Republic;CZ;Beroun;3202;Zdejcina;603074
Czech Republic;CZ;Beroun;3202;Zdice;792446
Czech Republic;CZ;Beroun;3202;Žebrák;795712
Czech Republic;CZ;Beroun;3202;Železná;796042
Czech Republic;CZ;Beroun;3202;Želkovice u Libomyšle;683213
Czech Republic;CZ;Beroun;3202;Žloukovice;797669
Czech Republic;CZ;Blansko;3701;Adamov;600041
Czech Republic;CZ;Blansko;3701;Babolky;651575
Czech Republic;CZ;Blansko;3701;Bačov;600822
Czech Republic;CZ;Blansko;3701;Bahna;748625
Czech Republic;CZ;Blansko;3701;Bedřichov;601373
Czech Republic;CZ;Blansko;3701;Benešov u Boskovic;602361
Czech Republic;CZ;Blansko;3701;Bezděčí u Velkých Opatovic;603392
Czech Republic;CZ;Blansko;3701;Blansko;605018
Czech Republic;CZ;Blansko;3701;Borotín u Boskovic;607703
Czech Republic;CZ;Blansko;3701;Bořitov;608262
Czech Republic;CZ;Blansko;3701;Boskovice;608327
Czech Republic;CZ;Blansko;3701;Brťov u Černé Hory;613002
Czech Republic;CZ;Blansko;3701;Brťov u Velkých Opatovic;613029
Czech Republic;CZ;Blansko;3701;Bukovina;616079
Czech Republic;CZ;Blansko;3701;Bukovinka;616117
Czech Republic;CZ;Blansko;3701;Býkovice;616524
Czech Republic;CZ;Blansko;3701;Cetkovice;617661
Czech Republic;CZ;Blansko;3701;Crhov u Olešnice;617920
Czech Republic;CZ;Blansko;3701;Černá Hora;619825
Czech Republic;CZ;Blansko;3701;Černovice u Kunštátu;620602
Czech Republic;CZ;Blansko;3701;Deštná;625761
Czech Republic;CZ;Blansko;3701;Dlouhá Lhota;626414
Czech Republic;CZ;Blansko;3701;Dolní Lhota;629529
Czech Republic;CZ;Blansko;3701;Dolní Poříčí nad Křetínkou;676161
Czech Republic;CZ;Blansko;3701;Dolní Smržov;748641
Czech Republic;CZ;Blansko;3701;Doubravice nad Svitavou;631329
Czech Republic;CZ;Blansko;3701;Drnovice;632538
Czech Republic;CZ;Blansko;3701;Drválovice;776823
Czech Republic;CZ;Blansko;3701;Habrůvka;636452
Czech Republic;CZ;Blansko;3701;Hluboké u Kunštátu;639672
Czech Republic;CZ;Blansko;3701;Hodonín u Kunštátu;640409
Czech Republic;CZ;Blansko;3701;Holešín;640964
Czech Republic;CZ;Blansko;3701;Holštejn;641367
Czech Republic;CZ;Blansko;3701;Horní Lhota u Blanska;643271
Czech Republic;CZ;Blansko;3701;Horní Poříčí u Letovic;643840
Czech Republic;CZ;Blansko;3701;Horní Smržov;625779
Czech Republic;CZ;Blansko;3701;Hořice u Blanska;710300
Czech Republic;CZ;Blansko;3701;Housko;787833
Czech Republic;CZ;Blansko;3701;Hrádkov;608475
Czech Republic;CZ;Blansko;3701;Chlum u Letovic;651583
Czech Republic;CZ;Blansko;3701;Chrudichromy;654281
Czech Republic;CZ;Blansko;3701;Jabloňany;655899
Czech Republic;CZ;Blansko;3701;Jasinov;657697
Czech Republic;CZ;Blansko;3701;Jedovnice;658154
Czech Republic;CZ;Blansko;3701;Jeneč;613011
Czech Republic;CZ;Blansko;3701;Jestřebí;738891
Czech Republic;CZ;Blansko;3701;Karolín;663751
Czech Republic;CZ;Blansko;3701;Kladoruby;665274
Czech Republic;CZ;Blansko;3701;Klemov;631337
Czech Republic;CZ;Blansko;3701;Klepačov;666157
Czech Republic;CZ;Blansko;3701;Klevetov;680702
Czech Republic;CZ;Blansko;3701;Kněževes;666882
Czech Republic;CZ;Blansko;3701;Kněževísko;789224
Czech Republic;CZ;Blansko;3701;Knínice u Boskovic;667145
Czech Republic;CZ;Blansko;3701;Kochov;667765
Czech Republic;CZ;Blansko;3701;Korbelova Lhota;613037
Czech Republic;CZ;Blansko;3701;Kořenec;669709
Czech Republic;CZ;Blansko;3701;Kotvrdovice;671126
Czech Republic;CZ;Blansko;3701;Kozárov;671517
Czech Republic;CZ;Blansko;3701;Krasová;674044
Czech Republic;CZ;Blansko;3701;Krhov;674389
Czech Republic;CZ;Blansko;3701;Křetín;676179
Czech Republic;CZ;Blansko;3701;Křtěnov u Olešnice;676691
Czech Republic;CZ;Blansko;3701;Křtiny;676730
Czech Republic;CZ;Blansko;3701;Kulířov;677043
Czech Republic;CZ;Blansko;3701;Kunčina Ves;677159
Czech Republic;CZ;Blansko;3701;Kunice;677264
Czech Republic;CZ;Blansko;3701;Kuničky;677272
Czech Republic;CZ;Blansko;3701;Kunštát na Moravě;677434
